time_days,E
6.70833,-1.64597e+35
6.75,-1.64597e+35
6.79167,-1.64597e+35
6.83333,-1.64597e+35
6.875,-1.64597e+35
6.91667,-1.64597e+35
6.95833,-1.64597e+35
7,-1.64597e+35
7.04167,-1.64597e+35
7.08333,-1.64597e+35
7.125,-1.64597e+35
7.16667,-1.64597e+35
7.20833,-1.64597e+35
7.25,-1.64597e+35
7.29167,-1.64597e+35
7.33333,-1.64597e+35
7.375,-1.64597e+35
7.41667,-1.64597e+35
7.45833,-1.64597e+35
7.5,-1.64597e+35
7.54167,-1.64597e+35
7.58333,-1.64597e+35
7.625,-1.64597e+35
7.66667,-1.64597e+35
7.70833,-1.64597e+35
7.75,-1.64597e+35
7.79167,-1.64597e+35
7.83333,-1.64597e+35
7.875,-1.64597e+35
7.91667,-1.64597e+35
7.95833,-1.64597e+35
8,-1.64597e+35
8.04167,-1.64597e+35
8.08333,-1.64597e+35
8.125,-1.64597e+35
8.16667,-1.64597e+35
8.20833,-1.64597e+35
8.25,-1.64597e+35
8.29167,-1.64597e+35
8.33333,-1.64597e+35
8.375,-1.64597e+35
8.41667,-1.64597e+35
8.45833,-1.64597e+35
8.5,-1.64597e+35
8.54167,-1.64597e+35
8.58333,-1.64597e+35
8.625,-1.64597e+35
8.66667,-1.64597e+35
8.70833,-1.64597e+35
8.75,-1.64597e+35
8.79167,-1.64597e+35
8.83333,-1.64597e+35
8.875,-1.64597e+35
8.91667,-1.64597e+35
8.95833,-1.64597e+35
9,-1.64597e+35
9.04167,-1.64597e+35
9.08333,-1.64597e+35
9.125,-1.64597e+35
9.16667,-1.64597e+35
9.20833,-1.64597e+35
9.25,-1.64597e+35
9.29167,-1.64597e+35
9.33333,-1.64597e+35
9.375,-1.64597e+35
9.41667,-1.64597e+35
9.45833,-1.64597e+35
9.5,-1.64597e+35
9.54167,-1.64597e+35
9.58333,-1.64597e+35
9.625,-1.64597e+35
9.66667,-1.64597e+35
9.70833,-1.64597e+35
9.75,-1.64597e+35
9.79167,-1.64597e+35
9.83333,-1.64597e+35
9.875,-1.64597e+35
9.91667,-1.64597e+35
9.95833,-1.64597e+35
10,-1.64597e+35
10.0417,-1.64597e+35
10.0833,-1.64597e+35
10.125,-1.64597e+35
10.1667,-1.64597e+35
10.2083,-1.64597e+35
10.25,-1.64597e+35
10.2917,-1.64597e+35
10.3333,-1.64597e+35
10.375,-1.64597e+35
10.4167,-1.64597e+35
10.4583,-1.64597e+35
10.5,-1.64597e+35
10.5417,-1.64597e+35
10.5833,-1.64597e+35
10.625,-1.64597e+35
10.6667,-1.64597e+35
10.7083,-1.64597e+35
10.75,-1.64597e+35
10.7917,-1.64597e+35
10.8333,-1.64597e+35
10.875,-1.64597e+35
10.9167,-1.64597e+35
10.9583,-1.64597e+35
11,-1.64597e+35
11.0417,-1.64597e+35
11.0833,-1.64597e+35
11.125,-1.64597e+35
11.1667,-1.64597e+35
11.2083,-1.64597e+35
11.25,-1.64597e+35
11.2917,-1.64597e+35
11.3333,-1.64597e+35
11.375,-1.64597e+35
11.4167,-1.64597e+35
11.4583,-1.64597e+35
11.5,-1.64597e+35
11.5417,-1.64597e+35
11.5833,-1.64597e+35
11.625,-1.64597e+35
11.6667,-1.64597e+35
11.7083,-1.64597e+35
11.75,-1.64597e+35
11.7917,-1.64597e+35
11.8333,-1.64597e+35
11.875,-1.64597e+35
11.9167,-1.64597e+35
11.9583,-1.64597e+35
12,-1.64597e+35
12.0417,-1.64597e+35
12.0833,-1.64597e+35
12.125,-1.64597e+35
12.1667,-1.64597e+35
12.2083,-1.64597e+35
12.25,-1.64597e+35
12.2917,-1.64597e+35
12.3333,-1.64597e+35
12.375,-1.64597e+35
12.4167,-1.64597e+35
12.4583,-1.64597e+35
12.5,-1.64597e+35
12.5417,-1.64597e+35
12.5833,-1.64597e+35
12.625,-1.64597e+35
12.6667,-1.64597e+35
12.7083,-1.64597e+35
12.75,-1.64597e+35
12.7917,-1.64597e+35
12.8333,-1.64597e+35
12.875,-1.64597e+35
12.9167,-1.64597e+35
12.9583,-1.64597e+35
13,-1.64597e+35
13.0417,-1.64597e+35
13.0833,-1.64597e+35
13.125,-1.64597e+35
13.1667,-1.64597e+35
13.2083,-1.64597e+35
13.25,-1.64597e+35
13.2917,-1.64597e+35
13.3333,-1.64597e+35
13.375,-1.64597e+35
13.4167,-1.64597e+35
13.4583,-1.64597e+35
13.5,-1.64597e+35
13.5417,-1.64597e+35
13.5833,-1.64597e+35
13.625,-1.64597e+35
13.6667,-1.64597e+35
13.7083,-1.64597e+35
13.75,-1.64597e+35
13.7917,-1.64597e+35
13.8333,-1.64597e+35
13.875,-1.64597e+35
13.9167,-1.64597e+35
13.9583,-1.64597e+35
14,-1.64597e+35
14.0417,-1.64597e+35
14.0833,-1.64597e+35
14.125,-1.64597e+35
14.1667,-1.64597e+35
14.2083,-1.64597e+35
14.25,-1.64597e+35
14.2917,-1.64597e+35
14.3333,-1.64597e+35
14.375,-1.64597e+35
14.4167,-1.64597e+35
14.4583,-1.64597e+35
14.5,-1.64597e+35
14.5417,-1.64597e+35
14.5833,-1.64597e+35
14.625,-1.64597e+35
14.6667,-1.64597e+35
14.7083,-1.64597e+35
14.75,-1.64597e+35
14.7917,-1.64597e+35
14.8333,-1.64597e+35
14.875,-1.64597e+35
14.9167,-1.64597e+35
14.9583,-1.64597e+35
15,-1.64597e+35
15.0417,-1.64597e+35
15.0833,-1.64597e+35
15.125,-1.64597e+35
15.1667,-1.64597e+35
15.2083,-1.64597e+35
15.25,-1.64597e+35
15.2917,-1.64597e+35
15.3333,-1.64597e+35
15.375,-1.64597e+35
15.4167,-1.64597e+35
15.4583,-1.64597e+35
15.5,-1.64597e+35
15.5417,-1.64597e+35
15.5833,-1.64597e+35
15.625,-1.64597e+35
15.6667,-1.64597e+35
15.7083,-1.64597e+35
15.75,-1.64597e+35
15.7917,-1.64597e+35
15.8333,-1.64597e+35
15.875,-1.64597e+35
15.9167,-1.64597e+35
15.9583,-1.64597e+35
16,-1.64597e+35
16.0417,-1.64597e+35
16.0833,-1.64597e+35
16.125,-1.64597e+35
16.1667,-1.64597e+35
16.2083,-1.64597e+35
16.25,-1.64597e+35
16.2917,-1.64597e+35
16.3333,-1.64597e+35
16.375,-1.64597e+35
16.4167,-1.64597e+35
16.4583,-1.64597e+35
16.5,-1.64597e+35
16.5417,-1.64597e+35
16.5833,-1.64597e+35
16.625,-1.64597e+35
16.6667,-1.64597e+35
16.7083,-1.64597e+35
16.75,-1.64597e+35
16.7917,-1.64597e+35
16.8333,-1.64597e+35
16.875,-1.64597e+35
16.9167,-1.64597e+35
16.9583,-1.64597e+35
17,-1.64597e+35
17.0417,-1.64597e+35
17.0833,-1.64597e+35
17.125,-1.64597e+35
17.1667,-1.64597e+35
17.2083,-1.64597e+35
17.25,-1.64597e+35
17.2917,-1.64597e+35
17.3333,-1.64597e+35
17.375,-1.64597e+35
17.4167,-1.64597e+35
17.4583,-1.64597e+35
17.5,-1.64597e+35
17.5417,-1.64597e+35
17.5833,-1.64597e+35
17.625,-1.64597e+35
17.6667,-1.64597e+35
17.7083,-1.64597e+35
17.75,-1.64597e+35
17.7917,-1.64597e+35
17.8333,-1.64597e+35
17.875,-1.64597e+35
17.9167,-1.64597e+35
17.9583,-1.64597e+35
18,-1.64597e+35
18.0417,-1.64597e+35
18.0833,-1.64597e+35
18.125,-1.64597e+35
18.1667,-1.64597e+35
18.2083,-1.64597e+35
18.25,-1.64597e+35
18.2917,-1.64597e+35
18.3333,-1.64597e+35
18.375,-1.64597e+35
18.4167,-1.64597e+35
18.4583,-1.64597e+35
18.5,-1.64597e+35
18.5417,-1.64597e+35
18.5833,-1.64597e+35
18.625,-1.64597e+35
18.6667,-1.64597e+35
18.7083,-1.64597e+35
18.75,-1.64597e+35
18.7917,-1.64597e+35
18.8333,-1.64597e+35
18.875,-1.64597e+35
18.9167,-1.64597e+35
18.9583,-1.64597e+35
19,-1.64597e+35
19.0417,-1.64597e+35
19.0833,-1.64597e+35
19.125,-1.64597e+35
19.1667,-1.64597e+35
19.2083,-1.64597e+35
19.25,-1.64597e+35
19.2917,-1.64597e+35
19.3333,-1.64597e+35
19.375,-1.64597e+35
19.4167,-1.64597e+35
19.4583,-1.64597e+35
19.5,-1.64597e+35
19.5417,-1.64597e+35
19.5833,-1.64597e+35
19.625,-1.64597e+35
19.6667,-1.64597e+35
19.7083,-1.64597e+35
19.75,-1.64597e+35
19.7917,-1.64597e+35
19.8333,-1.64597e+35
19.875,-1.64597e+35
19.9167,-1.64597e+35
19.9583,-1.64597e+35
20,-1.64597e+35
20.0417,-1.64597e+35
20.0833,-1.64597e+35
20.125,-1.64597e+35
20.1667,-1.64597e+35
20.2083,-1.64597e+35
20.25,-1.64597e+35
20.2917,-1.64597e+35
20.3333,-1.64597e+35
20.375,-1.64597e+35
20.4167,-1.64597e+35
20.4583,-1.64597e+35
20.5,-1.64597e+35
20.5417,-1.64597e+35
20.5833,-1.64597e+35
20.625,-1.64597e+35
20.6667,-1.64597e+35
20.7083,-1.64597e+35
20.75,-1.64597e+35
20.7917,-1.64597e+35
20.8333,-1.64597e+35
20.875,-1.64597e+35
20.9167,-1.64597e+35
20.9583,-1.64597e+35
21,-1.64597e+35
21.0417,-1.64597e+35
21.0833,-1.64597e+35
21.125,-1.64597e+35
21.1667,-1.64597e+35
21.2083,-1.64597e+35
21.25,-1.64597e+35
21.2917,-1.64597e+35
21.3333,-1.64597e+35
21.375,-1.64597e+35
21.4167,-1.64597e+35
21.4583,-1.64597e+35
21.5,-1.64597e+35
21.5417,-1.64597e+35
21.5833,-1.64597e+35
21.625,-1.64597e+35
21.6667,-1.64597e+35
21.7083,-1.64597e+35
21.75,-1.64597e+35
21.7917,-1.64597e+35
21.8333,-1.64597e+35
21.875,-1.64597e+35
21.9167,-1.64597e+35
21.9583,-1.64597e+35
22,-1.64597e+35
22.0417,-1.64597e+35
22.0833,-1.64597e+35
22.125,-1.64597e+35
22.1667,-1.64597e+35
22.2083,-1.64597e+35
22.25,-1.64597e+35
22.2917,-1.64597e+35
22.3333,-1.64597e+35
22.375,-1.64597e+35
22.4167,-1.64597e+35
22.4583,-1.64597e+35
22.5,-1.64597e+35
22.5417,-1.64597e+35
22.5833,-1.64597e+35
22.625,-1.64597e+35
22.6667,-1.64597e+35
22.7083,-1.64597e+35
22.75,-1.64597e+35
22.7917,-1.64597e+35
22.8333,-1.64597e+35
22.875,-1.64597e+35
22.9167,-1.64597e+35
22.9583,-1.64597e+35
23,-1.64597e+35
23.0417,-1.64597e+35
23.0833,-1.64597e+35
23.125,-1.64597e+35
23.1667,-1.64597e+35
23.2083,-1.64597e+35
23.25,-1.64597e+35
23.2917,-1.64597e+35
23.3333,-1.64597e+35
23.375,-1.64597e+35
23.4167,-1.64597e+35
23.4583,-1.64597e+35
23.5,-1.64597e+35
23.5417,-1.64597e+35
23.5833,-1.64597e+35
23.625,-1.64597e+35
23.6667,-1.64597e+35
23.7083,-1.64597e+35
23.75,-1.64597e+35
23.7917,-1.64597e+35
23.8333,-1.64597e+35
23.875,-1.64597e+35
23.9167,-1.64597e+35
23.9583,-1.64597e+35
24,-1.64597e+35
24.0417,-1.64597e+35
24.0833,-1.64597e+35
24.125,-1.64597e+35
24.1667,-1.64597e+35
24.2083,-1.64597e+35
24.25,-1.64597e+35
24.2917,-1.64597e+35
24.3333,-1.64597e+35
24.375,-1.64597e+35
24.4167,-1.64597e+35
24.4583,-1.64597e+35
24.5,-1.64597e+35
24.5417,-1.64597e+35
24.5833,-1.64597e+35
24.625,-1.64597e+35
24.6667,-1.64597e+35
24.7083,-1.64597e+35
24.75,-1.64597e+35
24.7917,-1.64597e+35
24.8333,-1.64597e+35
24.875,-1.64597e+35
24.9167,-1.64597e+35
24.9583,-1.64597e+35
25,-1.64597e+35
25.0417,-1.64597e+35
25.0833,-1.64597e+35
25.125,-1.64597e+35
25.1667,-1.64597e+35
25.2083,-1.64597e+35
25.25,-1.64597e+35
25.2917,-1.64597e+35
25.3333,-1.64597e+35
25.375,-1.64597e+35
25.4167,-1.64597e+35
25.4583,-1.64597e+35
25.5,-1.64597e+35
25.5417,-1.64597e+35
25.5833,-1.64597e+35
25.625,-1.64597e+35
25.6667,-1.64597e+35
25.7083,-1.64597e+35
25.75,-1.64597e+35
25.7917,-1.64597e+35
25.8333,-1.64597e+35
25.875,-1.64597e+35
25.9167,-1.64597e+35
25.9583,-1.64597e+35
26,-1.64597e+35
26.0417,-1.64597e+35
26.0833,-1.64597e+35
26.125,-1.64597e+35
26.1667,-1.64597e+35
26.2083,-1.64597e+35
26.25,-1.64597e+35
26.2917,-1.64597e+35
26.3333,-1.64597e+35
26.375,-1.64597e+35
26.4167,-1.64597e+35
26.4583,-1.64597e+35
26.5,-1.64597e+35
26.5417,-1.64597e+35
26.5833,-1.64597e+35
26.625,-1.64597e+35
26.6667,-1.64597e+35
26.7083,-1.64597e+35
26.75,-1.64597e+35
26.7917,-1.64597e+35
26.8333,-1.64597e+35
26.875,-1.64597e+35
26.9167,-1.64597e+35
26.9583,-1.64597e+35
27,-1.64597e+35
27.0417,-1.64597e+35
27.0833,-1.64597e+35
27.125,-1.64597e+35
27.1667,-1.64597e+35
27.2083,-1.64597e+35
27.25,-1.64597e+35
27.2917,-1.64597e+35
27.3333,-1.64597e+35
27.375,-1.64597e+35
27.4167,-1.64597e+35
27.4583,-1.64597e+35
27.5,-1.64597e+35
27.5417,-1.64597e+35
27.5833,-1.64597e+35
27.625,-1.64597e+35
27.6667,-1.64597e+35
27.7083,-1.64597e+35
27.75,-1.64597e+35
27.7917,-1.64597e+35
27.8333,-1.64597e+35
27.875,-1.64597e+35
27.9167,-1.64597e+35
27.9583,-1.64597e+35
28,-1.64597e+35
28.0417,-1.64597e+35
28.0833,-1.64597e+35
28.125,-1.64597e+35
28.1667,-1.64597e+35
28.2083,-1.64597e+35
28.25,-1.64597e+35
28.2917,-1.64597e+35
28.3333,-1.64597e+35
28.375,-1.64597e+35
28.4167,-1.64597e+35
28.4583,-1.64597e+35
28.5,-1.64597e+35
28.5417,-1.64597e+35
28.5833,-1.64597e+35
28.625,-1.64597e+35
28.6667,-1.64597e+35
28.7083,-1.64597e+35
28.75,-1.64597e+35
28.7917,-1.64597e+35
28.8333,-1.64597e+35
28.875,-1.64597e+35
28.9167,-1.64597e+35
28.9583,-1.64597e+35
29,-1.64597e+35
29.0417,-1.64597e+35
29.0833,-1.64597e+35
29.125,-1.64597e+35
29.1667,-1.64597e+35
29.2083,-1.64597e+35
29.25,-1.64597e+35
29.2917,-1.64597e+35
29.3333,-1.64597e+35
29.375,-1.64597e+35
29.4167,-1.64597e+35
29.4583,-1.64597e+35
29.5,-1.64597e+35
29.5417,-1.64597e+35
29.5833,-1.64597e+35
29.625,-1.64597e+35
29.6667,-1.64597e+35
29.7083,-1.64597e+35
29.75,-1.64597e+35
29.7917,-1.64597e+35
29.8333,-1.64597e+35
29.875,-1.64597e+35
29.9167,-1.64597e+35
29.9583,-1.64597e+35
30,-1.64597e+35
30.0417,-1.64597e+35
30.0833,-1.64597e+35
30.125,-1.64597e+35
30.1667,-1.64597e+35
30.2083,-1.64597e+35
30.25,-1.64597e+35
30.2917,-1.64597e+35
30.3333,-1.64597e+35
30.375,-1.64597e+35
30.4167,-1.64597e+35
30.4583,-1.64597e+35
30.5,-1.64597e+35
30.5417,-1.64597e+35
30.5833,-1.64597e+35
30.625,-1.64597e+35
30.6667,-1.64597e+35
30.7083,-1.64597e+35
30.75,-1.64597e+35
30.7917,-1.64597e+35
30.8333,-1.64597e+35
30.875,-1.64597e+35
30.9167,-1.64597e+35
30.9583,-1.64597e+35
31,-1.64597e+35
31.0417,-1.64597e+35
31.0833,-1.64597e+35
31.125,-1.64597e+35
31.1667,-1.64597e+35
31.2083,-1.64597e+35
31.25,-1.64597e+35
31.2917,-1.64597e+35
31.3333,-1.64597e+35
31.375,-1.64597e+35
31.4167,-1.64597e+35
31.4583,-1.64597e+35
31.5,-1.64597e+35
31.5417,-1.64597e+35
31.5833,-1.64597e+35
31.625,-1.64597e+35
31.6667,-1.64597e+35
31.7083,-1.64597e+35
31.75,-1.64597e+35
31.7917,-1.64597e+35
31.8333,-1.64597e+35
31.875,-1.64597e+35
31.9167,-1.64597e+35
31.9583,-1.64597e+35
32,-1.64597e+35
32.0417,-1.64597e+35
32.0833,-1.64597e+35
32.125,-1.64597e+35
32.1667,-1.64597e+35
32.2083,-1.64597e+35
32.25,-1.64597e+35
32.2917,-1.64597e+35
32.3333,-1.64597e+35
32.375,-1.64597e+35
32.4167,-1.64597e+35
32.4583,-1.64597e+35
32.5,-1.64597e+35
32.5417,-1.64597e+35
32.5833,-1.64597e+35
32.625,-1.64597e+35
32.6667,-1.64597e+35
32.7083,-1.64597e+35
32.75,-1.64597e+35
32.7917,-1.64597e+35
32.8333,-1.64597e+35
32.875,-1.64597e+35
32.9167,-1.64597e+35
32.9583,-1.64597e+35
33,-1.64597e+35
33.0417,-1.64597e+35
33.0833,-1.64597e+35
33.125,-1.64597e+35
33.1667,-1.64597e+35
33.2083,-1.64597e+35
33.25,-1.64597e+35
33.2917,-1.64597e+35
33.3333,-1.64597e+35
33.375,-1.64597e+35
33.4167,-1.64597e+35
33.4583,-1.64597e+35
33.5,-1.64597e+35
33.5417,-1.64597e+35
33.5833,-1.64597e+35
33.625,-1.64597e+35
33.6667,-1.64597e+35
33.7083,-1.64597e+35
33.75,-1.64597e+35
33.7917,-1.64597e+35
33.8333,-1.64597e+35
33.875,-1.64597e+35
33.9167,-1.64597e+35
33.9583,-1.64597e+35
34,-1.64597e+35
34.0417,-1.64597e+35
34.0833,-1.64597e+35
34.125,-1.64597e+35
34.1667,-1.64597e+35
34.2083,-1.64597e+35
34.25,-1.64597e+35
34.2917,-1.64597e+35
34.3333,-1.64597e+35
34.375,-1.64597e+35
34.4167,-1.64597e+35
34.4583,-1.64597e+35
34.5,-1.64597e+35
34.5417,-1.64597e+35
34.5833,-1.64597e+35
34.625,-1.64597e+35
34.6667,-1.64597e+35
34.7083,-1.64597e+35
34.75,-1.64597e+35
34.7917,-1.64597e+35
34.8333,-1.64597e+35
34.875,-1.64597e+35
34.9167,-1.64597e+35
34.9583,-1.64597e+35
35,-1.64597e+35
35.0417,-1.64597e+35
35.0833,-1.64597e+35
35.125,-1.64597e+35
35.1667,-1.64597e+35
35.2083,-1.64597e+35
35.25,-1.64597e+35
35.2917,-1.64597e+35
35.3333,-1.64597e+35
35.375,-1.64597e+35
35.4167,-1.64597e+35
35.4583,-1.64597e+35
35.5,-1.64597e+35
35.5417,-1.64597e+35
35.5833,-1.64597e+35
35.625,-1.64597e+35
35.6667,-1.64597e+35
35.7083,-1.64597e+35
35.75,-1.64597e+35
35.7917,-1.64597e+35
35.8333,-1.64597e+35
35.875,-1.64597e+35
35.9167,-1.64597e+35
35.9583,-1.64597e+35
36,-1.64597e+35
36.0417,-1.64597e+35
36.0833,-1.64597e+35
36.125,-1.64597e+35
36.1667,-1.64597e+35
36.2083,-1.64597e+35
36.25,-1.64597e+35
36.2917,-1.64597e+35
36.3333,-1.64597e+35
36.375,-1.64597e+35
36.4167,-1.64597e+35
36.4583,-1.64597e+35
36.5,-1.64597e+35
36.5417,-1.64597e+35
36.5833,-1.64597e+35
36.625,-1.64597e+35
36.6667,-1.64597e+35
36.7083,-1.64597e+35
36.75,-1.64597e+35
36.7917,-1.64597e+35
36.8333,-1.64597e+35
36.875,-1.64597e+35
36.9167,-1.64597e+35
36.9583,-1.64597e+35
37,-1.64597e+35
37.0417,-1.64597e+35
37.0833,-1.64597e+35
37.125,-1.64597e+35
37.1667,-1.64597e+35
37.2083,-1.64597e+35
37.25,-1.64597e+35
37.2917,-1.64597e+35
37.3333,-1.64597e+35
37.375,-1.64597e+35
37.4167,-1.64597e+35
37.4583,-1.64597e+35
37.5,-1.64597e+35
37.5417,-1.64597e+35
37.5833,-1.64597e+35
37.625,-1.64597e+35
37.6667,-1.64597e+35
37.7083,-1.64597e+35
37.75,-1.64597e+35
37.7917,-1.64597e+35
37.8333,-1.64597e+35
37.875,-1.64597e+35
37.9167,-1.64597e+35
37.9583,-1.64597e+35
38,-1.64597e+35
38.0417,-1.64597e+35
38.0833,-1.64597e+35
38.125,-1.64597e+35
38.1667,-1.64597e+35
38.2083,-1.64597e+35
38.25,-1.64597e+35
38.2917,-1.64597e+35
38.3333,-1.64597e+35
38.375,-1.64597e+35
38.4167,-1.64597e+35
38.4583,-1.64597e+35
38.5,-1.64597e+35
38.5417,-1.64597e+35
38.5833,-1.64597e+35
38.625,-1.64597e+35
38.6667,-1.64597e+35
38.7083,-1.64597e+35
38.75,-1.64597e+35
38.7917,-1.64597e+35
38.8333,-1.64597e+35
38.875,-1.64597e+35
38.9167,-1.64597e+35
38.9583,-1.64597e+35
39,-1.64597e+35
39.0417,-1.64597e+35
39.0833,-1.64597e+35
39.125,-1.64597e+35
39.1667,-1.64597e+35
39.2083,-1.64597e+35
39.25,-1.64597e+35
39.2917,-1.64597e+35
39.3333,-1.64597e+35
39.375,-1.64597e+35
39.4167,-1.64597e+35
39.4583,-1.64597e+35
39.5,-1.64597e+35
39.5417,-1.64597e+35
39.5833,-1.64597e+35
39.625,-1.64597e+35
39.6667,-1.64597e+35
39.7083,-1.64597e+35
39.75,-1.64597e+35
39.7917,-1.64597e+35
39.8333,-1.64597e+35
39.875,-1.64597e+35
39.9167,-1.64597e+35
39.9583,-1.64597e+35
40,-1.64597e+35
40.0417,-1.64597e+35
40.0833,-1.64597e+35
40.125,-1.64597e+35
40.1667,-1.64597e+35
40.2083,-1.64597e+35
40.25,-1.64597e+35
40.2917,-1.64597e+35
40.3333,-1.64597e+35
40.375,-1.64597e+35
40.4167,-1.64597e+35
40.4583,-1.64597e+35
40.5,-1.64597e+35
40.5417,-1.64597e+35
40.5833,-1.64597e+35
40.625,-1.64597e+35
40.6667,-1.64597e+35
40.7083,-1.64597e+35
40.75,-1.64597e+35
40.7917,-1.64597e+35
40.8333,-1.64597e+35
40.875,-1.64597e+35
40.9167,-1.64597e+35
40.9583,-1.64597e+35
41,-1.64597e+35
41.0417,-1.64597e+35
41.0833,-1.64597e+35
41.125,-1.64597e+35
41.1667,-1.64597e+35
41.2083,-1.64597e+35
41.25,-1.64597e+35
41.2917,-1.64597e+35
41.3333,-1.64597e+35
41.375,-1.64597e+35
41.4167,-1.64597e+35
41.4583,-1.64597e+35
41.5,-1.64597e+35
41.5417,-1.64597e+35
41.5833,-1.64597e+35
41.625,-1.64597e+35
41.6667,-1.64597e+35
41.7083,-1.64597e+35
41.75,-1.64597e+35
41.7917,-1.64597e+35
41.8333,-1.64597e+35
41.875,-1.64597e+35
41.9167,-1.64597e+35
41.9583,-1.64597e+35
42,-1.64597e+35
42.0417,-1.64597e+35
42.0833,-1.64597e+35
42.125,-1.64597e+35
42.1667,-1.64597e+35
42.2083,-1.64597e+35
42.25,-1.64597e+35
42.2917,-1.64597e+35
42.3333,-1.64597e+35
42.375,-1.64597e+35
42.4167,-1.64597e+35
42.4583,-1.64597e+35
42.5,-1.64597e+35
42.5417,-1.64597e+35
42.5833,-1.64597e+35
42.625,-1.64597e+35
42.6667,-1.64597e+35
42.7083,-1.64597e+35
42.75,-1.64597e+35
42.7917,-1.64597e+35
42.8333,-1.64597e+35
